"req_id","req_status","priority","contract_refs","invariant_refs","scenario_refs","error_refs","evidence_level","coverage_status","notes","executed_evidence"
"REQ-S8.3-02","XN","P0","contracts/errors.yaml;contracts/http/openapi.yaml;contracts/ports.yaml;contracts/state/run.yaml;contracts/ui/screens.yaml","I09;I13","SC15","NOT_FOUND;SOURCE_LAYOUT_CHANGED;STORAGE_WRITE_FAILED;X_ACCESS_BLOCKED","E4","COVERED","blocked_by B02 — RATIFIED (OD-20260907-01) · fixture: m-three-run-states-distinct-text.json","PARTIAL_E1_E2: SC15"
"REQ-S8.3-03","XN","P0","contracts/errors.yaml;contracts/http/openapi.yaml;contracts/ports.yaml;contracts/state/run.yaml;contracts/state/storage.yaml;contracts/ui/screens.yaml","I02;I09;I13;I15","SC15;SC26;SC36","INTERNAL;NOT_FOUND;RESTORE_UNVERIFIED;SOURCE_LAYOUT_CHANGED;STORAGE_WRITE_FAILED;X_ACCESS_BLOCKED","E4","COVERED","blocked_by B02 — RATIFIED (OD-20260907-01) · fixture: l-storage-write-blocked-mid-run.json m-three-run-states-distinct-text.json","E2: SC26"
"REQ-S9.1-01","XN","P0","contracts/state/run.yaml;contracts/telegram/delivery.md;precode/decision-register.md","I02;I10;I13","SC03","SOURCE_LAYOUT_CHANGED;STALE_LEASE;STORAGE_WRITE_FAILED","E2","COVERED","AMD-B02 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: c-permanent-failure-report-intact.json","PARTIAL_E1_E2: SC03"
"REQ-S9.1-02","XN","P0","contracts/state/run.yaml;precode/baseline.json;precode/decision-register.md","I02;I09;I10;I13","SC15;SC35","CONFLICT;NOT_FOUND;SOURCE_LAYOUT_CHANGED;STALE_LEASE;STORAGE_WRITE_FAILED;UNAUTHORIZED;X_ACCESS_BLOCKED","E4","COVERED","AMD-B02 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: k-cancel-from-every-non-terminal.json","PARTIAL_E1_E2: SC15;SC35"
"REQ-S9.1-03","XN","P0","contracts/errors.yaml;contracts/state/delivery.yaml;precode/decision-register.md","I05;I09;I13","SC14;SC25","RATE_LIMITED;TELEGRAM_PERMANENT_FAILURE;TELEGRAM_SEND_UNCERTAIN;UNAUTHORIZED;UNAUTHORIZED_COMMAND","E3","COVERED","AMD-B03 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","PARTIAL_E1_E2: SC14;SC25"
"REQ-S9.2-01","XN","P0","contracts/data/entities.yaml;contracts/errors.yaml;contracts/retry-policy.yaml;contracts/schemas/ingest-receipt.schema.json;contracts/state/run.yaml;precode/baseline.json;precode/decision-register.md","I02;I10;I15","SC20;SC21;SC31","CAPABILITY_DENIED;IDEMPOTENCY_CONFLICT;INGEST_ACK_LOST;INTERNAL;RESTORE_UNVERIFIED;STALE_LEASE;UNAUTHORIZED;VALIDATION_ERROR;WORKER_LEASE_EXPIRED","E2","COVERED","AMD-B05 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: f-ingest-replay-idempotent.json","E1/E2: SC20;SC21;SC31"
"REQ-S9.2-02","XN","P0","precode/decision-register.md","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC50","AI_OUTPUT_INVALID;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","COVERED","blocked_by B06 — RATIFIED (OD-20260907-01) · fixture: a-happy-path-schedule-to-delivered.json","PARTIAL_E1_E2: SC50"
"REQ-S9.2-03","XN","P0","contracts/state/analysis.yaml;precode/decision-register.md","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC50;SC54","AI_OUTPUT_INVALID;CONFLICT;IDEMPOTENCY_CONFLICT;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","COVERED","AMD-B07 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: a-happy-path-schedule-to-delivered.json","PARTIAL_E1_E2: SC50"
"REQ-S9.2-04","XN","P0","contracts/reporting/time-and-tags.md;precode/decision-register.md","I05;I06;I09;I12","SC08;SC19;SC38","CONFLICT;EMBEDDING_GENERATION_MISMATCH;INTERNAL;STORAGE_WRITE_FAILED;TAG_VERSION_STALE;TELEGRAM_SEND_UNCERTAIN","E2","COVERED","AMD-B01 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: c-tag-changed-after-publish-before-send.json","E2: SC08;SC38"
"REQ-S9.2-05","XN","P0","contracts/state/delivery.yaml;precode/decision-register.md","I05;I09;I13","SC14","RATE_LIMITED;TELEGRAM_PERMANENT_FAILURE;TELEGRAM_SEND_UNCERTAIN;UNAUTHORIZED","E3","COVERED","AMD-B03 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","PARTIAL_E1_E2: SC14"
"REQ-S9.2-06","XN","P0","","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC21;SC50","AI_OUTPUT_INVALID;CAPABILITY_DENIED;IDEMPOTENCY_CONFLICT;INGEST_ACK_LOST;INTERNAL;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN;VALIDATION_ERROR","E2","PARTIAL","blocked_by B07 — RATIFIED (OD-20260907-01) · fixture: a-happy-path-schedule-to-delivered.json · có scenario, chưa được hợp đồng nào trích dẫn","E2: SC21"
"REQ-S9.3-01","XN","P0","contracts/data/entities.yaml;contracts/data/identity.md;contracts/errors.yaml;contracts/retry-policy.yaml;contracts/schemas/worker-assignment.schema.json;contracts/state/run.yaml;precode/decision-register.md","I02;I10;I13","SC04;SC21","CAPABILITY_DENIED;IDEMPOTENCY_CONFLICT;INGEST_ACK_LOST;INTERNAL;STALE_LEASE;VALIDATION_ERROR;WORKER_LEASE_EXPIRED;X_CHALLENGE_REQUIRED","E2","COVERED","AMD-B05 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","E2: SC21"
"REQ-S9.3-02","XN","P0","contracts/errors.yaml;contracts/ops/collector-probe.md;contracts/retry-policy.yaml;contracts/schemas/worker-assignment.schema.json;contracts/state/run.yaml;precode/decision-register.md","I02;I10;I13","SC03","SOURCE_LAYOUT_CHANGED;STALE_LEASE;STORAGE_WRITE_FAILED","E2","COVERED","AMD-B02 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","PARTIAL_E1_E2: SC03"
"REQ-S9.3-03","XN","P0","contracts/errors.yaml;contracts/retry-policy.yaml;contracts/state/analysis.yaml;contracts/state/run.yaml;precode/decision-register.md","I04;I06;I14;I16","SC22;SC28;SC56","AI_ATTEMPT_UNCERTAIN;AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CONFLICT","E2","COVERED","AMD-B17 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: c-citation-to-unknown-source.json","E2: SC28"
"REQ-S9.3-04","XN","P0","contracts/ai/providers.yaml;contracts/errors.yaml;contracts/retry-policy.yaml;contracts/state/analysis.yaml","I03","SC29","SOURCE_METADATA_UNAVAILABLE;VALIDATION_ERROR","E1","COVERED","blocked_by B13 — RATIFIED (OD-20260907-01) · fixture: h-provider-unavailable-no-fallback.json","E1: SC29"
"REQ-S9.3-05","XN","P0","contracts/ops/internet-boundary.md;precode/decision-register.md","I03;I05;I07;I17","SC07;SC09;SC23","CONFLICT;IDENTITY_CONFLICT;SOURCE_METADATA_UNAVAILABLE","E2","COVERED","AMD-B15 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","PARTIAL_E1_E2: SC07;SC09;SC23"
"REQ-S9.3-06","XN","P0","contracts/errors.yaml;contracts/retry-policy.yaml;contracts/state/delivery.yaml;contracts/telegram/delivery.md;precode/decision-register.md","I05;I09;I13","SC14","RATE_LIMITED;TELEGRAM_PERMANENT_FAILURE;TELEGRAM_SEND_UNCERTAIN;UNAUTHORIZED","E3","COVERED","AMD-B03 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: a-multipart-part2-unknown-no-resend.json","PARTIAL_E1_E2: SC14"
"REQ-S9.3-07","XN","P0","contracts/errors.yaml;contracts/retry-policy.yaml;contracts/schemas/ingest-receipt.schema.json;contracts/state/run.yaml;precode/decision-register.md","I02;I10;I15","SC20;SC21","CAPABILITY_DENIED;IDEMPOTENCY_CONFLICT;INGEST_ACK_LOST;INTERNAL;RESTORE_UNVERIFIED;STALE_LEASE;UNAUTHORIZED;VALIDATION_ERROR;WORKER_LEASE_EXPIRED","E2","COVERED","AMD-B02, AMD-B05 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","E2: SC20;SC21"
"REQ-S9.3-08","XN","P0","contracts/errors.yaml;contracts/http/openapi.yaml;contracts/ops/backup-restore.md;contracts/ports.yaml;contracts/retry-policy.yaml;contracts/state/run.yaml;contracts/state/storage.yaml;precode/baseline.json;precode/decision-register.md","I02;I13;I15","SC26;SC36","INTERNAL;RESTORE_UNVERIFIED;STORAGE_WRITE_FAILED","E2","COVERED","AMD-B11 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: l-storage-write-blocked-mid-run.json","E2: SC26"
"REQ-S9.3-09","XN","P0","precode/decision-register.md","I08;I17","SC13","CONFLICT;IDEMPOTENCY_CONFLICT;UNAUTHORIZED","E2","COVERED","blocked_by B06 — RATIFIED (OD-20260907-01)","E2: SC13"
"REQ-S10.1-01","ĐX","P0","","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC50","AI_OUTPUT_INVALID;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC50"
"REQ-S10.1-02","XN","P0","","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC50","AI_OUTPUT_INVALID;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","PARTIAL","fixture: l-embedding-generation-switch-blocked.json · có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC50"
"REQ-S10.1-03","XN","P0","contracts/ai/tasks.yaml;precode/decision-register.md","I05;I06;I16","SC10;SC22","AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CONFLICT;TELEGRAM_SEND_UNCERTAIN","E4","COVERED","AMD-B17 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: e-late-analysis-pending-then-late-discovery.json sc10-same-analysis-revision-app-and-telegram.json","PARTIAL_E1_E2: SC10;SC22"
"REQ-S10.1-04","ĐX","P0","contracts/reporting/selection.md;precode/decision-register.md","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC50","AI_OUTPUT_INVALID;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","COVERED","blocked_by B14 — RATIFIED (OD-20260907-01) · fixture: m-density-worked-example.json","PARTIAL_E1_E2: SC50"
"REQ-S10.1-05","XN","P0","","I02;I04;I05;I06;I07;I09;I12;I13;I16","SC50","AI_OUTPUT_INVALID;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","PARTIAL","blocked_by B14 — RATIFIED (OD-20260907-01) · có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC50"
"REQ-S10.2-01","ĐX","P0","","I11;I14","SC16","AI_ATTEMPT_UNCERTAIN;AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CAPABILITY_DENIED","E3","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC16"
"REQ-S10.2-02","ĐX","P0","contracts/ai/providers.yaml;contracts/ops/internet-boundary.md;contracts/ops/secrets.md;precode/decision-register.md","","","","E0","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · có hợp đồng, chưa có scenario",""
"REQ-S10.2-03","ĐX","P0","","I11;I14","SC16","AI_ATTEMPT_UNCERTAIN;AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CAPABILITY_DENIED","E3","PARTIAL","có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC16"
"REQ-S10.2-04","ĐX","P0","","I11;I14","SC16","AI_ATTEMPT_UNCERTAIN;AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CAPABILITY_DENIED","E3","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC16"
"REQ-S10.2-05","ĐX","P0","","I11;I14;I16","SC16;SC55;SC56","AI_ATTEMPT_UNCERTAIN;AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CAPABILITY_DENIED","E3","PARTIAL","có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC16"
"REQ-S10.2-06","KC","P0","contracts/ai/providers.yaml","","","","E0","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · KC: cần đo thật, phê chuẩn không thay thế được phép đo · có hợp đồng, chưa có scenario",""
"REQ-S10.3-01","ĐX","P0","contracts/ai/grounding.md;precode/decision-register.md","I03;I11;I13","SC11","AI_OUTPUT_INVALID;CAPABILITY_DENIED;RATE_LIMITED;SOURCE_METADATA_UNAVAILABLE;VALIDATION_ERROR","E4","COVERED","fixture: a-post-only-summary-inference-labelled.json","PARTIAL_E1_E2: SC11"
"REQ-S10.3-02","XN","P0","contracts/ai/grounding.md;precode/decision-register.md","I03;I11;I13","SC11","AI_OUTPUT_INVALID;CAPABILITY_DENIED;RATE_LIMITED;SOURCE_METADATA_UNAVAILABLE;VALIDATION_ERROR","E4","COVERED","AMD-B16 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: a-post-only-summary-inference-labelled.json","PARTIAL_E1_E2: SC11"
"REQ-S10.3-03","XN","P0","contracts/ai/grounding.md","","","","E0","PARTIAL","có hợp đồng, chưa có scenario",""
"REQ-S10.3-04","XN","P0","contracts/ai/grounding.md;contracts/reporting/selection.md;precode/decision-register.md","","","","E0","PARTIAL","blocked_by B14 — RATIFIED (OD-20260907-01) · fixture: m-density-worked-example.json · có hợp đồng, chưa có scenario",""
"REQ-S10.3-05","XN","P0","contracts/ai/grounding.md;contracts/reporting/time-and-tags.md;precode/decision-register.md","","","","E0","PARTIAL","AMD-B08 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · có hợp đồng, chưa có scenario",""
"REQ-S10.3-06","XN","P0","contracts/ai/grounding.md;precode/decision-register.md","I03;I11;I13","SC11","AI_OUTPUT_INVALID;CAPABILITY_DENIED;RATE_LIMITED;SOURCE_METADATA_UNAVAILABLE;VALIDATION_ERROR","E4","COVERED","","PARTIAL_E1_E2: SC11"
"REQ-S10.4-01","XN","P0","","I02;I04;I05;I06;I07;I09;I12;I13;I14;I16","SC50;SC55","AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","PARTIAL","fixture: a-happy-path-schedule-to-delivered.json · có scenario, chưa được hợp đồng nào trích dẫn","PARTIAL_E1_E2: SC50"
"REQ-S10.4-02","XN","P0","contracts/ai/tasks.yaml;contracts/state/analysis.yaml;precode/decision-register.md","I04;I05;I14;I16","SC06;SC28;SC54","AI_ATTEMPT_UNCERTAIN;AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CONFLICT;IDEMPOTENCY_CONFLICT","E2","COVERED","AMD-B07 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","E2: SC28"
"REQ-S10.4-03","XN","P0","contracts/ai/tasks.yaml;contracts/reporting/selection.md;contracts/reporting/time-and-tags.md;contracts/state/report.yaml;precode/decision-register.md","I06","SC22","AI_OUTPUT_INVALID;AI_PROVIDER_UNAVAILABLE;CONFLICT","E2","COVERED","AMD-B04, AMD-B17 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: e-late-analysis-pending-then-late-discovery.json","PARTIAL_E1_E2: SC22"
"REQ-S11.1-01","XN","P0","contracts/ops/secrets.md;precode/baseline.json;precode/decision-register.md","I01","SC40","CSRF_REJECTED;FORBIDDEN_EDGE;UNAUTHORIZED","E2","COVERED","","PARTIAL_E1_E2: SC40"
"REQ-S11.2-01","XN","P0","contracts/ai/providers.yaml;contracts/errors.yaml;contracts/http/openapi.yaml;contracts/ops/secrets.md;contracts/ports.yaml","I01;I08;I11","SC17;SC41;SC49","AI_OUTPUT_INVALID;CAPABILITY_DENIED;FORBIDDEN_EDGE;RESTORE_UNVERIFIED;UNAUTHORIZED;UNAUTHORIZED_COMMAND","E3","COVERED","blocked_by B13 — RATIFIED (OD-20260907-01)","PARTIAL_E1_E2: SC17;SC41;SC49"
"REQ-S11.2-02","XN","P0","contracts/ops/backup-restore.md;contracts/ops/secrets.md;precode/baseline.json","I01;I02;I08;I10;I11;I15","SC20;SC41;SC49","CAPABILITY_DENIED;FORBIDDEN_EDGE;RESTORE_UNVERIFIED;STALE_LEASE;UNAUTHORIZED;UNAUTHORIZED_COMMAND;WORKER_LEASE_EXPIRED","E2","COVERED","","E2: SC20"
"REQ-S11.2-03","XN","P0","contracts/ops/backup-restore.md;contracts/ops/secrets.md","I11","SC47","RATE_LIMITED;UNAUTHORIZED_COMMAND;VALIDATION_ERROR","E2","COVERED","blocked_by B12 — RATIFIED (OD-20260907-01)","E2: SC47"
"REQ-S11.2-04","XN","P0","contracts/ops/secrets.md;precode/decision-register.md","I08;I11","SC18;SC46","CSRF_REJECTED;FORBIDDEN_EDGE;NOT_FOUND;UNAUTHORIZED_COMMAND;VALIDATION_ERROR","E2","COVERED","AMD-B09 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: e-transcript-secret-canary.json","E2: SC18"
"REQ-S11.2-05","XN","P0","contracts/ops/internet-boundary.md;contracts/ops/secrets.md","I11","SC17","AI_OUTPUT_INVALID;CAPABILITY_DENIED;FORBIDDEN_EDGE;UNAUTHORIZED","E3","COVERED","","PARTIAL_E1_E2: SC17"
"REQ-S11.2-06","XN","P0","contracts/ops/internet-boundary.md;contracts/ops/secrets.md","I01;I11","SC49","CAPABILITY_DENIED;FORBIDDEN_EDGE;RESTORE_UNVERIFIED;UNAUTHORIZED;UNAUTHORIZED_COMMAND","E2","COVERED","","PARTIAL_E1_E2: SC49"
"REQ-S11.3-01","XN","P0","contracts/data/entities.yaml;contracts/http/openapi.yaml;contracts/ops/secrets.md;contracts/ports.yaml;contracts/telegram/commands.yaml;precode/decision-register.md","I11","SC18","CSRF_REJECTED;FORBIDDEN_EDGE;UNAUTHORIZED_COMMAND","E2","COVERED","blocked_by B09 — RATIFIED (OD-20260907-01) · fixture: g-link-code-used-twice.json i-unknown-chat-valid-code-format.json","E2: SC18"
"REQ-S11.3-02","XN","P0","contracts/data/entities.yaml;contracts/errors.yaml;contracts/http/openapi.yaml;contracts/modules.yaml;contracts/ops/internet-boundary.md;contracts/ops/secrets.md;contracts/state/delivery.yaml;contracts/telegram/commands.yaml;precode/baseline.json;precode/decision-register.md","I11","SC18;SC47","CSRF_REJECTED;FORBIDDEN_EDGE;RATE_LIMITED;UNAUTHORIZED_COMMAND;VALIDATION_ERROR","E2","COVERED","AMD-B09 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: g-link-code-used-twice.json h-unknown-chat-status-silent.json i-unknown-chat-valid-code-format.json","E2: SC18;SC47"
"REQ-S11.3-03","XN","P0","contracts/data/entities.yaml;contracts/telegram/commands.yaml;precode/decision-register.md","I10;I11;I13","SC18;SC33;SC45","CONFLICT;CSRF_REJECTED;FORBIDDEN_EDGE;UNAUTHORIZED_COMMAND;VALIDATION_ERROR","E2","COVERED","AMD-B10 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: h-unknown-chat-status-silent.json i-run-now-while-active.json","E2: SC18;SC33"
"REQ-S11.3-04","ĐX","P0","contracts/telegram/commands.yaml;contracts/ui/screens.yaml;precode/decision-register.md","I09","SC25","TELEGRAM_PERMANENT_FAILURE;UNAUTHORIZED_COMMAND","E2","COVERED","AMD-B10 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt · fixture: d-unlink-before-send-cancelled.json e-relink-old-generation-cancelled.json","PARTIAL_E1_E2: SC25"
"REQ-S11.3-05","XN","P0","contracts/telegram/commands.yaml","","","","E0","PARTIAL","có hợp đồng, chưa có scenario",""
"REQ-S11.4-01","XN","P0","contracts/ai/grounding.md;contracts/http/openapi.yaml;contracts/ops/internet-boundary.md;contracts/ports.yaml","I11","SC17;SC39","AI_OUTPUT_INVALID;CAPABILITY_DENIED;FORBIDDEN_EDGE;RATE_LIMITED;SOURCE_METADATA_UNAVAILABLE;UNAUTHORIZED","E3","COVERED","blocked_by B13 — RATIFIED (OD-20260907-01) · fixture: b-instruction-injection-in-post.json","PARTIAL_E1_E2: SC17;SC39"
"REQ-S11.4-02","XN","P0","contracts/ai/grounding.md;contracts/ops/internet-boundary.md","I11","SC17","AI_OUTPUT_INVALID;CAPABILITY_DENIED;FORBIDDEN_EDGE;UNAUTHORIZED","E3","COVERED","blocked_by B13 — RATIFIED (OD-20260907-01) · fixture: b-instruction-injection-in-post.json f-tool-request-in-transcript.json","PARTIAL_E1_E2: SC17"
"REQ-S11.4-03","XN","P0","contracts/ai/grounding.md;contracts/ops/internet-boundary.md;contracts/ops/secrets.md;precode/baseline.json;precode/decision-register.md","I11","SC17;SC39","AI_OUTPUT_INVALID;CAPABILITY_DENIED;FORBIDDEN_EDGE;RATE_LIMITED;SOURCE_METADATA_UNAVAILABLE;UNAUTHORIZED","E3","COVERED","blocked_by B13 — RATIFIED (OD-20260907-01) · fixture: b-instruction-injection-in-post.json e-transcript-secret-canary.json","PARTIAL_E1_E2: SC17;SC39"
"REQ-S11.4-04","XN","P0","contracts/ops/internet-boundary.md","","","","E0","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · có hợp đồng, chưa có scenario",""
"REQ-S13-01","XN","P0","contracts/ops/collector-probe.md","","","","E0","PARTIAL","blocked_by B12;B05 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario · có hợp đồng, chưa có scenario",""
"REQ-S13-02","UQ","P0","","","","","NONE","PARTIAL","blocked_by B06 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-03","UQ","P0","","","","","NONE","PARTIAL","blocked_by B06;B15 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-04","UQ","P0","","","","","NONE","PARTIAL","phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-05","UQ","P0","","","","","NONE","PARTIAL","blocked_by B01;B17 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-06","UQ","P0","","","","","NONE","PARTIAL","blocked_by B14 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-07","UQ","P0","","","","","NONE","PARTIAL","blocked_by B03;B09;B10 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-08","UQ","P0","","","","","NONE","PARTIAL","blocked_by B02;B08 — RATIFIED (OD-20260907-01) · phủ bằng cổng G5/G6 (precode/gates.yaml), không bằng scenario",""
"REQ-S13-09","UQ","P0","contracts/errors.yaml;contracts/ops/backup-restore.md;contracts/state/storage.yaml;precode/decision-register.md","I09;I10;I13;I15","SC27","RESTORE_UNVERIFIED;STALE_LEASE;STORAGE_WRITE_FAILED;TELEGRAM_SEND_UNCERTAIN","E2","COVERED","AMD-B11 RATIFIED (OD-20260907-01); văn bản cam kết đã chốt","E2: SC27"
"REQ-S13.2-01","XN","P0","contracts/ops/collector-probe.md;contracts/ops/internet-boundary.md","","","","E0","PARTIAL","XN 2026-09-07 theo OD-20260907-04 mục 2 (AUTH-OWNER-20260907-05): đồng bộ với precode/requirements.csv. Được giải BẰNG TÀI LIỆU, không bằng phép đo — dòng này chỉ yêu cầu đọc tài liệu VỀ nhịp gọi và yêu cầu định danh, không khẳng định có một yêu cầu định danh; câu trả lời là KHÔNG nguồn nào đòi định danh (arXiv không yêu cầu; OpenAlex api_key tùy chọn). Nhịp gọi: arXiv 1 request/3 giây và 1 kết nối; OpenAlex 100 request/giây. Xem precode/decision-register.md §8.13.2 và evidence/handoffs/PC03-REQA6-handoff.md. Luật SG-IDENT giữ nguyên trong code. · coverage_status GIỮ PARTIAL: có hợp đồng, CHƯA có scenario — trạng thái yêu cầu đã giải không tự tạo ra một scenario.",""
"REQ-S13.2-02","KC","P0","contracts/ai/providers.yaml;contracts/capabilities.yaml;contracts/ops/cli-acp-probe.md;contracts/ops/internet-boundary.md;contracts/ops/secrets.md","","","","E0","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · KC: cần đo thật, phê chuẩn không thay thế được phép đo · có hợp đồng, chưa có scenario",""
"REQ-S13.2-03","XN","P0","contracts/ai/providers.yaml;contracts/ops/cli-acp-probe.md","","","","E0","PARTIAL","blocked_by B13 — RATIFIED (OD-20260907-01) · có hợp đồng, chưa có scenario",""
"REQ-S13.2-04","XN","P0","contracts/ops/collector-probe.md;contracts/ops/internet-boundary.md;contracts/ports.yaml;contracts/state/run.yaml","","","","E0","PARTIAL","có hợp đồng, chưa có scenario",""
